language,channel,title,video_url,date,views,subs,ratio,velocity_day,group_cases,retention_proxy,viral_score_public,score_view_ratio,score_velocity,score_repeatability,score_retention,hook,conflict,ending,neighbor,quality
en,"ScrollVerse (@scrollverse-sv), URL канала: https://www.youtube.com/@scrollverse-sv",Emma & Robo | Episode 2 🐶✨ | The Lost Puppy | AI Animated Story #shorts,https://www.youtube.com/shorts/eOmq_EsNORU,2026-07-22,15.0,2.0,7.5,0.5,1,,36.4,10.938265792396251,0.4402281476392031,15,0.0,"в первые 1–3 секунды девочка и робот идут по городку, внезапно останавливаются и замечают одинокого грустного щенка у моста","щенок потерялся, выглядит грустным и голодным, герои пытаются его успокоить и девочка кормит его",девочка и робот рассматривают светящийся компас и уходят по дороге в сторону леса,https://www.youtube.com/shorts/bZRkhLZ_Ow4,"высокое — заголовок, канал, дата, просмотры, подписчики и длительность подтверждены открытой страницей YouTube на срез 21.08.2026, серийность подтверждена страницей канала и соседним эпизодом, сюжет дополнительно проверен по доступному публичному видеоряду; независимый трекер не использован."
en,AI Fun Cartoons,The Robot’s Lost Memory Chip 🤖💡 | AI Fun Cartoons Episode 2#viralvideo #fypシ,https://www.youtube.com/watch?v=FJ0Ca98owYs,не найдено,14.0,118.0,0.1186440677966101,,6,0.23333333333333334,35.5,0.0,0.0,20,3.5,"в первые 1–3 секунды щенок радостно подбегает к роботу под деревом, а на экране робота появляется сообщение об активации snooze mode","R2 не понимает попытку поиграть в мяч, затем выходит из строя, дёргается, подаёт красное предупреждение и произносит бессмысленные слова","технологическое дерево восстанавливает системы R2 на 100%, после чего робот получает призыв вернуться домой, но Max говорит, что его дом теперь здесь; появляется обновление «протокола дружбы», и Max, R2 и Luna уходят вместе на закате",https://www.youtube.com/watch?v=6snspcdcch8,"среднее — заголовок, канал, публичные просмотры, подписчики, длительность, серийность и сюжет подтверждены прямой страницей, страницей канала и анализом видео, но точная дата публикации публично не извлечена из доступного интерфейса."
en,AI Fun Cartoons (URL канала: https://www.youtube.com/@AIFunCartoons-i4n),😂 Lazy Boy vs Angry Remote & Coffee Mug’s Revenge ☕ | Talking Objects Universe Ep. 3 & 4#viralvideo,https://www.youtube.com/watch?v=eNogxi2tj8Y,не найдено,11.0,118.0,0.0932203389830508,,6,0.23333333333333334,35.5,0.0,0.0,20,3.5,"в первые 1–3 секунды мальчик в синей пижаме лежит на оранжевом диване, рядом плачущее антропоморфное оранжевое существо, а на фоне телевизор с сердитым лицом","ленивые люди пытаются бездействовать и уклоняться от дел, тогда как ожившие предметы быта требуют активности/пробуждения/работы и противостоят им","мальчик сидит за ноутбуком рядом с антропоморфными кружкой и будильником; на экране появляется персонаж в кепке и говорит «Next episode, the alarm clock strikes back», после чего будильник и кружка смеются, а мальчик вздыхает",https://www.youtube.com/watch?v=ntva7eQ5I0w,"высокое — заголовок, канал, URL канала, просмотры, подписчики и длительность подтверждены открытыми страницами YouTube, сюжет и язык дополнительно проверены анализом самого ролика, но точная дата публикации публично не отображалась из-за ограничения страницы."
en,"IRAYBS FILMS (@iraybsfilms), URL канала: https://www.youtube.com/channel/UCtzH0DiWCBfEF4EdydIDrmg",FRIDAY THE 13TH IS HERE - PART 6 #horrorshort,https://www.youtube.com/shorts/ICLQvHQKpF0,2024-11-20,611.0,435.0,1.4045977011494253,0.9561815336463224,4,0.10310965630114566,34.1,1.8443994160989612,0.7285228871241406,20,1.5466448445171848,"стартовая заставка части 6, затем закадровая реплика о том, что тело Джейсона не достали из озера и он всё ещё где-то там","мужчина ночью сталкивается с фигурой в хоккейной маске, пытается скрыться в доме, но его находят и жестоко атакуют","внезапный скример с демоническим лицом, красными глазами и зубастой улыбкой, после чего появляется финальная заставка части 6",https://www.youtube.com/shorts/kKCzLW8tgbk,"высокое — заголовок, канал, дата, длительность, просмотры, подписчики, Shorts-статус и соседний эпизод подтверждены открытыми страницами YouTube; сюжет подтверждён просмотром/анализом ролика, при этом страница ролика в браузере отображалась как временно недоступная."
en,AI Fun Cartoons (URL канала: https://www.youtube.com/@AIFunCartoons-i4n),Talking Objects Universe 🎭 | Episode 1 & 2 | Funny Everyday Items 😂 | The Lazy Morning Chronicles ☕🪥,https://www.youtube.com/watch?v=ntva7eQ5I0w,2025-10-27,60.0,118.0,0.5084745762711864,0.20134228187919462,6,0.23333333333333334,32.7,0.0,0.19916690641904777,20,3.5,не найдено — первые 1–3 секунды напрямую не подтверждены доступными публичными данными,"по описанию, утренний спор «ленивой чашки» и «сердитой зубной щётки», затем разногласия команды о гигиене, кофе и командной работе","не найдено — описание содержит призыв смотреть до конца, но фактическая развязка не подтверждена",https://www.youtube.com/watch?v=eNogxi2tj8Y,"высокое — заголовок, канал, URL канала, дата, просмотры, подписчики, длительность и серийность подтверждены публичными страницами YouTube; детали первых секунд, поворота и финала не доступны в подтверждаемом открытом описании и поэтому помечены как «не найдено»."
ru,"451º (@451degree), URL канала: https://www.youtube.com/@451degree","AI сериал \""КУСАКА\"". Сделано с помощью AI. Серия 1. \""Падение с небес\"".",https://www.youtube.com/watch?v=WjsPTMT8Vcw,2026-03-31,7224.0,15900.0,0.4543396226415094,50.51748251748252,1,,31.3,0.0,4.279886580974556,15,0.0,первые 1–3 секунды — чёрный экран с последовательными титрами «451° channel» и «presents»,"умирающий техасский городок, безработица и распад сообщества; семейное напряжение, отец недоволен бесперспективной жизнью, сын не хочет учиться; затем конфликт переходит в борьбу за выживание после падения инопланетных кораблей","Сьюзи подходит к чёрной сфере со светящимися символами, касается её, и сфера превращается в вращающийся синий портал; затем титр «END OF CHAPTER ONE»",https://www.youtube.com/watch?v=4hzQvxgliMw,"высокое — заголовок, канал, дату, просмотры, длительность и соседний эпизод подтверждает открытая страница YouTube, подписчиков — страница канала с округлённым отображением 15.9K, а сюжет и серийность дополнительно проверены по самому публичному видео."
en,AI Fun Cartoons (@AIFunCartoons-i4n,The Lonely Puppy and the Lost Robot 🤖🐶 | AI Fun Cartoons Episode 1,https://www.youtube.com/watch?v=6snspcdcch8,2025-10-28,16.0,118.0,0.135593220338983,0.05387205387205387,6,0.23333333333333334,30.6,0.0,0.056969720573090306,20,3.5,не найдено,не найдено,не найдено,https://www.youtube.com/watch?v=FJ0Ca98owYs,"высокое — заголовок, канал, URL канала, язык, дата, просмотры, подписчики и длительность подтверждены страницей ролика и страницей канала; сюжетные микродетали первых секунд, поворот и финал публично не подтверждены доступным текстом."
en,Case Unsolved (https://www.youtube.com/@CaseUnsolved7),The Monster Told Him to RUN... 😱 | Roblox Horror Story Part 2 #Shorts,https://www.youtube.com/shorts/fK9PrNwKoRA,не найдено,281.0,21800.0,0.0128899082568807,,1,,30.0,0.0,0.0,15,0.0,"испуганный Roblox-персонаж бежит по тёмному задымлённому школьному коридору, открывает дверь с надписью EXIT, но оказывается в том же коридоре",герой заперт в бесконечной школе и пытается спастись от монстра,"герой убегает в указанную сторону, появляется надпись «PART 3 COMING SOON...»",https://www.youtube.com/shorts/0Lyl8bNFp-s,"среднее — заголовок, канал, подписчики, просмотры, соседний эпизод и сюжет подтверждены открытой страницей YouTube и анализом доступного ролика, но дата и длительность публично не извлеклись."
en,"Matthew Raymond Extra (@MatthewRaymondExtra), URL канала: https://www.youtube.com/channel/UCq4F5g76v_gU3ALL8ORXxEA",Tyrone Gets a Job! (GTA 5 Chaos😳),https://www.youtube.com/watch?v=YNiOqlkbk9M,2026-08-16,5300.0,94200.0,0.0562632696390658,1060.0,2,,29.6,0.0,7.564288459753352,10,0.0,"в первые 1–3 секунды лысый игровой персонаж в красной футболке и камуфляжном жилете бежит по дороге и наступает на кролика; присутствуют мультяшный маскот и краткий оверлей с лицом ведущего, закадровый голос сообщает о случившемся","Tyrone пытается выполнять игровые криминальные/рабочие задания, но игрок Jayden (Jayden_g15) преследует его, сбивает, расстреливает и срывает миссии","мирная попытка также проваливается — Tyrone угоняет полицейский автомобиль, начинается погоня, NPC-полиция расстреливает машину, появляется «Wasted», затем следует призыв подписаться и брендированное аутро «MATTHEW RAYMOND»",https://www.youtube.com/watch?v=F8FvKPi1kYs,"высокое — заголовок, канал, дата, длительность, просмотры, подписчики и соседний эпизод подтверждены открытыми страницами YouTube; сюжетные поля дополнительно проверены просмотром ролика, а просмотры и подписчики указаны в округлённом публичном отображении YouTube."
ru,Flintay (URL канала: https://www.youtube.com/channel/UC3VrtRLICFYJDyz2bnx3yRQ),ЧТО ТЫ ВЫБЕРЕШЬ? Часть 2 #shorts #мем #юмор #смех #опрос #выбор,https://www.youtube.com/watch?v=KNDPSeKLRwU,2024-11-04,5877.0,6440.0,0.9125776397515528,8.972519083969466,1,,29.5,0.0,2.4970121901821187,15,0.0,"с первых секунд зрителю предлагают выбрать между школой и домом, без вступления","повторяющаяся интерактивная дилемма «что выберешь?» с двумя вариантами (школа/дом, динозавры/пришельцы и другие пары)","после последнего выбора «ПРОФЕССИЯ» или «ХОББИ» показывается результат 38%/62%, затем ролик заканчивается без сюжетной развязки",https://www.youtube.com/shorts/Zlo5GG0nvKI,"высокое — заголовок, дата, просмотры, длительность и текущие подписчики подтверждены открытой страницей YouTube, канал и серийность — страницей канала, сюжетные признаки — анализом самого ролика; независимый трекер не найден."
ru,"DUCKMOVIELAND (@DUCKMOVIELAND), URL канала: https://www.youtube.com/@DUCKMOVIELAND","КОД 21454 | ОН СПАС ЕЕ, А ОНА ВЫРУЧИЛА ЕГО #сериал #фильм #movie",https://www.youtube.com/shorts/Pys3v-CTOeA,2025-09-28,21000.0,312000.0,0.0673076923076923,64.22018348623853,1,,29.5,0.0,4.535955040719035,10,0.0,"в первые 1–3 секунды женщина в красном спрашивает женщину в синем: «Так вы жена?», та отвечает: «Я-то жена. А ты кто?», мужчина выглядит растерянным","беременной женщине становится плохо, после родов она не кормит ребёнка, а другая пациентка берёт кормление на себя","врач и пациентка находят исчезнувшую мать, её записку о том, что она уезжает к другому, оставляя ребёнка; врач держит плачущего младенца",https://www.youtube.com/shorts/wwcV4Ob7Sck,"среднее — заголовок, дата, просмотры и канал подтверждены открытой страницей/поиском YouTube, серийность и сюжет дополнительно проверены анализом видеоряда, но плеер YouTube на момент проверки показывал «Video unavailable», поэтому длительность не подтверждена."
