rank_within_language,language,channel,channel_url,title,video_url,date,views,subs,duration_seconds,format,seriality,fit,ratio,view_ratio_score,data_completeness,hook,conflict,twist,ending,neighbor,quality,sources
1,ru,"Bad Vo1ce (@BadVo1ce), URL канала: https://www.youtube.com/@BadVo1ce",https://www.youtube.com/@BadVo1ce,"Офисно-канцелярская диктатура / Смешные скетчи VLDL (юмор, приколы) #shorts",https://www.youtube.com/shorts/pn9rR8QxSG0,2024-07-11,3134998,501000,60,Shorts,"вертикальный эпизод/адаптация в повторяющейся серии VLDL «Офис» (в описании YouTube указано, что это серия выпусков про будни сотрудников офиса; повторяется офисная вселенная/персонажи VLDL и оформление BadVo1ce)",да,6.257481037924152,10.0,8,мужчина в офисе перебирает бумаги и скрепляет документы степлером,"у него заканчиваются скобы, и для получения новых он проходит очередь и абсурдную бюрократическую проверку расхода канцелярии","после проверки ему одобряют выдачу, но выдают ровно одну скобу в маленьком пластиковом стаканчике","он возвращается к столу, заряжает единственную скобу и успешно скрепляет документ, после чего охранник снимает маску, обращается к зрителям и рекламирует Telegram-канал",https://www.youtube.com/shorts/8yhLLgtt9rg,"высокое — заголовок, канал, дату, просмотры и длительность подтверждены прямой страницей/структурированными метаданными YouTube, серийность и сюжет сверены с описанием YouTube, независимыми открытыми страницами и анализом связанного видео.",https://www.youtube.com/shorts/pn9rR8QxSG0\nhttps://www.youtube.com/watch?v=4IV4DIaymJs\nhttps://www.youtube.com/@BadVo1ce\nhttps://pikabu.ru/story/kantselyarskaya_diktatura_v_ofise__vldl_ofis_na_russkom_ozvuchka_bad_vo1ce_11589471\nhttps://rutube.ru/video/4d041db9da130681ab75eb5f9493b997/\nhttps://www.youtube.com/shorts/8yhLLgtt9rg
2,ru,Яндекс Go (https://www.youtube.com/@yandextaxi),не найдено,Мини-сериал Алиса | S1E1 | Женщина за рулем,https://www.youtube.com/watch?v=HDnETOL-xJE,2020-04-16,324921,51800,732,другое,"первый эпизод первого сезона мини-сериала «Алиса», заявлено 5 эпизодов; повторяющиеся персонажи/элементы — водительница Саша/Александра и голосовой помощник Алиса, в эпизоде также появляется Женя",да,6.2726061776061774,10.0,8,"в первые 1–3 секунды наблюдаются чёрный экран, маркировка «12+» и логотипы, сюжетное действие начинается позднее","водительница Саша скрывает женскую идентичность под мужским образом, сталкиваясь с грубостью пассажира и гендерными стереотипами, а затем с конфликтом с Женей","после появления Жени и монтажной склейки он оказывается в женской блузке, что ведёт к монологу Саши о притворстве и кризисе идентичности","Саша и Женя мирятся и целуются, Саша обращается к Алисе, после чего появляется сообщение Алисы «Я не буду на это смотреть!» и начинаются титры",https://www.youtube.com/watch?v=Btg5rD3AAqk,"высокое — метаданные, канал и серийность подтверждены открытой страницей YouTube и плейлистом, сюжетные поля дополнительно проверены анализом самого ролика, а независимый трекер не найден.",https://www.youtube.com/watch?v=HDnETOL-xJE\nhttps://www.youtube.com/@yandextaxi\nhttps://www.youtube.com/playlist?list=PLlxU5Jubs4PUWN8jiTK-WxRMRwpV7nNjc\nhttps://www.youtube.com/watch?v=Btg5rD3AAqk
3,ru,Яндекс Go (URL канала: https://www.youtube.com/@yandextaxi),https://www.youtube.com/@yandextaxi),Мини-сериал Алиса | S1E2 | Машина юмора,https://www.youtube.com/watch?v=Btg5rD3AAqk,2020-04-16,283221,51800,620,другое,"второй эпизод мини-сериала из пяти эпизодов, повторяющийся персонаж/элемент — бортовой компьютер «Алиса»",да,5.467586872586873,9.2,8,"в первые 1–3 секунды — чёрный экран с маркировкой «12+», затем логотипы Яндекс Такси, MEDIALAB, screenlife, BAZELEVS и SXSW 2020 Film Festival","водитель такси Егор, начинающий стендапер, оказывается остановлен полицейским, а его провокационные шутки обостряют ситуацию","выясняется, что происходящее было розыгрышем/манипуляцией Алисы, которая устроила водителю испытание, чтобы показать последствия его оскорбительного юмора","Егор понимает, что стал жертвой розыгрыша собственного бортового ИИ, злится и угрожает судом, а Алиса иронизирует над ним; начинаются финальные титры",https://www.youtube.com/watch?v=nT20jRkkM9A,"высокое — заголовок, канал, URL канала, дата, просмотры, подписчики, длительность и серийность подтверждены открытыми страницами YouTube; сюжетные поля проверены по доступному анализу самого ролика, а точное число подписчиков и просмотров отражает публичный срез страницы на 21.08.2026.",https://www.youtube.com/watch?v=Btg5rD3AAqk\nhttps://www.youtube.com/@yandextaxi\nhttps://www.youtube.com/playlist?list=PLlxU5Jubs4PUWN8jiTK-WxRMRwpV7nNjc\nhttps://www.youtube.com/watch?v=nT20jRkkM9A\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=Btg5rD3AAqk&format=json
4,ru,XCVmind (URL канала: https://www.youtube.com/@XCVmind),https://www.youtube.com/@XCVmind),"ANOMALY, Season 1, Episode 3: The Village",https://www.youtube.com/watch?v=qntgZzuPCOI,2026-05-28,20999,53100,207,другое,"да — 3-я серия 1-го сезона вертикальной мини-драмы «Аномалия»; повторяющиеся персонажи: Алиса, рыжий кот, бабушка, дедушка и сосед; на канале также опубликованы серии 1, 2, 4, 5 и 6, а ролик входит в плейлист «Аномалия»",да,0.39546139359698684,0.0,8,"титр «АНОМАЛИЯ 3 серия» на фоне гигантского паукообразного монстра, затем Алиса на белой «Ниве» спасается от чудовища на заснеженной дороге","выживание Алисы и семьи после глобальной катастрофы с гигантскими монстрами, включая требование отчаявшегося соседа отдать машину для побега","бабушка передаёт Алисе коробку из-под лото и сообщает, что Паша просил отдать её «на случай, если что-то случится», что намекает на осведомлённость отца о катастрофе","Алиса отдыхает в доме с рыжим котом, после внезапного взрыва/удара резко открывает глаза, и серия обрывается на клиффхэнгере перед логотипом и титрами",https://www.youtube.com/watch?v=JK_ACLIqAmM,"высокое — заголовок, дата, просмотры, длительность, подписчики, описание и серийность подтверждены прямой страницей YouTube и страницей канала; сюжет дополнительно проверен визуально-звуковым анализом, а точные числовые значения зафиксированы на срез 21.08.2026.",https://www.youtube.com/watch?v=qntgZzuPCOI\nhttps://www.youtube.com/@XCVmind/videos\nhttps://www.youtube.com/watch?v=JK_ACLIqAmM\nhttps://www.youtube.com/watch?v=RNb_bR1yaaU\nhttps://www.youtube.com/playlist?list=PLSJw7MbrY-Q7RgB1Z4s0MKC1rmvtlStMW\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=qntgZzuPCOI&format=json
5,ru,"CinemaRuHub (@CinemaRuHub), URL канала: https://www.youtube.com/@CinemaRuHub",https://www.youtube.com/@CinemaRuHub,⚠️АНОМАЛИЯ №128 (ПОСТОЯЛИЦА)⚠️ #аномалии #мистика #minecraft #horror #roblox #fnaf,https://www.youtube.com/shorts/lMeqGhMQ5Oc,2025-08-21,13000,2810,61,Shorts,"да — ролик имеет номер «№128», повторяемый формат «Аномалия»/инструкции, постоянный водяной знак CinemaRuHub и общую вселенную с другими роликами канала",да,4.6263345195729535,8.3,8,тёмное заброшенное здание и резкое появление пугающей высокой женской фигуры; закадровая подача сразу вводит условие «если при исследовании заброшенного здания вы заметили высокую фигуру…»,"человек пытается выжить при встрече с паранормальной «Аномалией №128», соблюдая правила и не поддаваясь панике",примерно на 35-й секунде хоррор-нарратив сменяется стилизованной официальной «Инструкцией» с пошаговыми правилами безопасности,"предупреждение, что последствия встречи могут продолжаться после спасения, затем пиктограммы безопасности и реплика «Всё для вашей безопасности. Желаю удачи»",https://www.youtube.com/shorts/QgbXanw4Tu0,"среднее — заголовок, канал, дата, просмотры и длительность подтверждены открытыми страницами YouTube/поисковой выдачей, а сюжет проверен анализом самого ролика; YouTube помечал воспроизведение как недоступное, поэтому метрики могли быть доступны только через индексированные публичные данные и округлены.",https://www.youtube.com/shorts/lMeqGhMQ5Oc\nhttps://www.youtube.com/@CinemaRuHub/shorts\nhttps://www.youtube.com/hashtag/%D0%B0%D0%BD%D0%BE%D0%BC%D0%B0%D0%BB%D0%B8%D0%B8/shorts\nhttps://www.youtube.com/shorts/QgbXanw4Tu0
6,ru,"451º (@451degree), URL канала: https://www.youtube.com/@451degree",https://www.youtube.com/@451degree,"AI сериал \""КУСАКА\"". Сделано с помощью AI. Серия 1. \""Падение с небес\"".",https://www.youtube.com/watch?v=WjsPTMT8Vcw,2026-03-31,7224,15900,1137,другое,"серия 1 сериала «КУСАКА», с повторяющимися персонажами Сьюзи, Деборой, Полом и Дэйлом; в финале указано «END OF CHAPTER ONE»",да,0.45433962264150946,0.0,8,первые 1–3 секунды — чёрный экран с последовательными титрами «451° channel» и «presents»,"умирающий техасский городок, безработица и распад сообщества; семейное напряжение, отец недоволен бесперспективной жизнью, сын не хочет учиться; затем конфликт переходит в борьбу за выживание после падения инопланетных кораблей","во время поездки матери и дочери горящие объекты оказываются инопланетными кораблями, один из которых рушится прямо перед их машиной","Сьюзи подходит к чёрной сфере со светящимися символами, касается её, и сфера превращается в вращающийся синий портал; затем титр «END OF CHAPTER ONE»",https://www.youtube.com/watch?v=4hzQvxgliMw,"высокое — заголовок, канал, дату, просмотры, длительность и соседний эпизод подтверждает открытая страница YouTube, подписчиков — страница канала с округлённым отображением 15.9K, а сюжет и серийность дополнительно проверены по самому публичному видео.",https://www.youtube.com/watch?v=WjsPTMT8Vcw\nhttps://www.youtube.com/@451degree\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=WjsPTMT8Vcw&format=json\nhttps://www.google.com/search?q=WjsPTMT8Vcw
7,ru,Flintay (URL канала: https://www.youtube.com/channel/UC3VrtRLICFYJDyz2bnx3yRQ),https://www.youtube.com/channel/UC3VrtRLICFYJDyz2bnx3yRQ),ЧТО ТЫ ВЫБЕРЕШЬ? Часть 2 #shorts #мем #юмор #смех #опрос #выбор,https://www.youtube.com/watch?v=KNDPSeKLRwU,2024-11-04,5877,6440,60,Shorts,"да — ролик помечен как «Часть 2», а на странице канала публично видны повторяющиеся выпуски «Часть 1», «Часть 6», «Часть 7», «Часть 8», «Часть 9» и «Часть 10» в том же формате",да,0.9125776397515528,0.0,8,"с первых секунд зрителю предлагают выбрать между школой и домом, без вступления","повторяющаяся интерактивная дилемма «что выберешь?» с двумя вариантами (школа/дом, динозавры/пришельцы и другие пары)",не найдено — ролик сохраняет один и тот же формат вопросов и процентных результатов,"после последнего выбора «ПРОФЕССИЯ» или «ХОББИ» показывается результат 38%/62%, затем ролик заканчивается без сюжетной развязки",https://www.youtube.com/shorts/Zlo5GG0nvKI,"высокое — заголовок, дата, просмотры, длительность и текущие подписчики подтверждены открытой страницей YouTube, канал и серийность — страницей канала, сюжетные признаки — анализом самого ролика; независимый трекер не найден.",https://www.youtube.com/watch?v=KNDPSeKLRwU\nhttps://www.youtube.com/channel/UC3VrtRLICFYJDyz2bnx3yRQ\nhttps://www.youtube.com/shorts/Zlo5GG0nvKI\nhttps://www.youtube.com/shorts/X9cIkOYtnK0\nhttps://www.youtube.com/shorts/b1xh0QAXorE\nhttps://www.youtube.com/shorts/0RO7ShGcqls\nhttps://www.youtube.com/shorts/VLDfY6U2PAs\nhttps://www.youtube.com/shorts/YoDt3Sw_OSs
8,ru,"Кристина Сейтягьяева (@КристинаСейтягьяева-з7х), URL канала: https://www.youtube.com/@КристинаСейтягьяева-з7х/shorts",https://www.youtube.com/@КристинаСейтягьяева-з7х/shorts,Винни Пух день забот. 5 серия. Майнкрафт анимация. Animations Minecraft · @NAIZISHOW,https://www.youtube.com/shorts/NuzGHkMd8v0,2026-05-22,1200,5,30,Shorts,"в заголовке указана 5 серия; канал публично показывает 5 Shorts, опубликованных в тот же день, поэтому повторяемость подтверждается, но сюжетная связь соседних роликов не установлена",да,240.0,25,8,"в первые 1–3 секунды кот во дворе, стоя на задних лапах и опираясь передними на синий пластиковый бидон, засовывает голову в узкое горлышко; звучит русская реплика Винни-Пуха о чайной ложечке и пустом горшке","кот пытается исследовать содержимое бидона или достать что-то из него, удерживая неудобную позу","примерно на 11-й секунде кот вытаскивает голову, оглядывается вправо и прямо, затем примерно на 18-й секунде снова опускает голову в бидон","примерно на 30-й секунде кот снова вытаскивает голову, смотрит вправо, и ролик заканчивается",https://www.youtube.com/shorts/GwDQGQNwRo8,"среднее — заголовок, канал, дата, подписчики, просмотры, Shorts-статус и соседние URL подтверждены открытыми страницами YouTube, длительность и сюжет — визуальным анализом доступного ролика, но страница самого видео частично показывала Video unavailable и независимый трекер не найден.",https://www.youtube.com/shorts/NuzGHkMd8v0\nhttps://www.youtube.com/@КристинаСейтягьяева-з7х/shorts\nhttps://www.youtube.com/watch?v=AD07BsIqFz0\nhttps://www.youtube.com/shorts/GwDQGQNwRo8\nhttps://www.youtube.com/shorts/Km373j7LHHA
9,ru,Jokes of the 13th school,не найдено,"THE WORST COMPLIMENT IN THE WORLD! 🤯 Battle for circus tickets and a shock in art class \""Pranks of School 13\""",https://www.youtube.com/watch?v=L8O1orezI3s,2026-07-21,254,8350,333,другое,"серийный повторяемый юмористический киножурнал/скетч-шоу «Приколы 13й школы», ролик размещён в плейлисте «ПРИКОЛЫ 13й ШКОЛЫ. 7й СЕЗОН» (46 видео), соседние выпуски имеют нумерацию 300-я, 298-я и 297-я серии; повторяющиеся персонажи/школьная среда подтверждаются каналом и серией",да,0.030419161676646708,0.0,8,"в первые 1–3 секунды две школьницы в белых рубашках сидят за партой лицом к камере, приветствуют зрителя и жестикулируют","единый сквозной конфликт не найдено — выпуск состоит из трёх независимых юмористических скетчей о цирковых билетах, рисунке на уроке и неудачном комплименте","в одном скетче взрослый мужчина принимает рисунок восхода за яичницу и хвалит его по ошибке, а в другом самоуверенный мальчик произносит нелепый бессвязный комплимент","ведущие-школьницы возвращаются в кадр, подводят итог, смеются и произносят название сериала, мальчики на заднем плане возмущённо просят замолчать, затем прощание, логотип и титры",https://www.youtube.com/watch?v=VMgn8zKPR5U,"высокое — прямые страницы YouTube подтверждают заголовок, канал, URL канала, просмотры, подписчиков, дату через индексированную страницу, длительность, плейлист и соседние эпизоды; сюжетные поля подтверждены анализом самого публичного видео, но точная транскрипция диалогов не использовалась.",https://www.youtube.com/watch?v=L8O1orezI3s\nhttps://www.youtube.com/@schooljokes\nhttps://www.youtube.com/playlist?list=PLPDS-PI4mulfoVbknmTOjkgvABukm2OWP\nhttps://www.youtube.com/watch?v=VMgn8zKPR5U
10,ru,"Jokes of the 13th school (@schooljokes), URL канала: https://www.youtube.com/@schooljokes",https://www.youtube.com/@schooljokes,"POSED AS A TEACHER! 🤯 Nastya Zavadskaya declared WAR and an obtuse angle (Episode 298) \""Pranks of School 13\""",https://www.youtube.com/watch?v=eQVefCEDS1Q,2026-07-13,229,8350,418,другое,"да — Episode 298 проекта «Приколы 13-й школы»; в ролике прямо заявлена очередная серия, проект имеет повторяющихся школьных персонажей и канал ведёт многосерийный сериал",да,0.027425149700598804,0.0,8,"в первые 1–3 секунды девушка-подросток за школьной партой обращается к зрителям по-русски («Привет, ребята! Вы знаете, мы тут как-то посчитали…»), пока на фоне кривляется парень в очках","ролик-альманах из трёх школьных скетчей: ученики не верят новому молодому человеку, что он учитель; учитель требует от Мосина объяснить пустые места и незнание геометрии; ученики обсуждают расставание пары из параллельного класса","комедийные панчлайны в конце скетчей — молодой учитель доказывает статус фразой «А голову ты дома не забыл?», пустое место в тетради оказывается «местом для рекламы», а расставание объясняется несовпадением «религиозных взглядов», потому что парень не признал девушку «богиней»","ведущие сообщают, что «очередная серия закончилась», прощаются, на фоне продолжаются школьные гэги, затем появляется заставка «Киноцентр Евгения Крыжановского»",https://www.youtube.com/watch?v=ZJV7QsQWyKE,"среднее — заголовок, дата, длительность, просмотры и канал подтверждены открытой выдачей YouTube/страницей канала, а сюжет и серийность проверены анализом самого ролика; прямая страница ролика была ограничена антибот-проверкой, поэтому независимый трекер и точный публичный счётчик на самой watch-странице не подтверждены.",https://www.youtube.com/watch?v=eQVefCEDS1Q\nhttps://www.youtube.com/@schooljokes\nhttps://www.youtube.com/playlist?list=PLPDS-PI4mulfoVbknmTOjkgvABukm2OWP\nhttps://www.youtube.com/watch?v=ZJV7QsQWyKE\nhttps://www.kinopoisk.ru/series/4434017/
11,ru,Сделай выбор (@sdelayvibor,https://www.youtube.com/@sdelayvibor),Что ты выберешь? Часть 9 #shorts,https://www.youtube.com/watch?v=pGeroKHnwZA,2023-07-11,326000,647000,38,Shorts,"да — выпуск с явной маркировкой «Часть 9», повторяемый формат опросов «Что ты выберешь?»",да,0.5038639876352395,0.0,7,"с первых секунд зрителю предлагают выбрать между «выдавить прыщ» и «не трогать его», поверх фонового геймплея Fall Guys","последовательность бинарных дилемм, включая разбитое стекло или раскалённые угли, президента маленького государства или мэра мегаполиса и другие пары","не найдено — сюжетного твиста нет, ролик линейно сменяет вопросы","последний выбор — «верить в экстрасенсов» или «просидеть в ванне с тараканами», после чего показываются 10%/90%, а персонаж Fall Guys проваливается вниз и ролик обрывается",не найдено,"среднее — заголовок, канал, дата и индексированные просмотры подтверждены открытыми страницами, канал и содержание проверены напрямую, но YouTube ограничил автоматический доступ к странице ролика, а соседний эпизод и независимый трекер не подтверждены.",https://www.youtube.com/watch?v=pGeroKHnwZA\nhttps://www.youtube.com/@sdelayvibor\nhttps://www.youtube.com/results?search_query=%40sdelayvibor+%22%D0%A7%D1%82%D0%BE+%D1%82%D1%8B+%D0%B2%D1%8B%D0%B1%D0%B5%D1%80%D0%B5%D1%88%D1%8C%22+%22%D0%A7%D0%B0%D1%81%D1%82%D1%8C+8%22\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=pGeroKHnwZA&format=json
12,ru,"Аниматик (@Animatic-i1d), URL канала: https://www.youtube.com/@Animatic-i1d",https://www.youtube.com/@Animatic-i1d,Did Skiv lock Biscas in the basement? Episode 11 SL,https://www.youtube.com/shorts/c73d7usS5gI,2026-06-27,22000,1560,16,Shorts,"да — в заголовке прямо указано Episode 11 SL; ролик использует повторяющихся персонажей/вселенную Бискаса, а финал построен как клиффхэнгер",да,14.102564102564102,14.4,7,в первые 1–3 секунды бородатый персонаж в защитных очках обвиняет оранжевого антропоморфного лиса Бискуса в похищении сына и требует ответственности,"бородатый персонаж угрожает наказать Бискуса, после чего Бискус опасается, что его запрут в подвале",персонаж ударяет/толкает Бискуса в тёмное помещение с сундуками и закрывает дверь,"Бискас оказывается заперт в подвале и обнаруживает рядом ещё трёх антропоморфных персонажей — синего, розово-белого и зелёного",не найдено,"среднее — заголовок, URL, канал, подписчики, длительность и просмотры подтверждены открытыми страницами YouTube, дата найдена в индексе поиска, а соседний эпизод не удалось подтвердить прямым URL; сюжет проверен визуально-аудиальным анализом, поскольку исходная страница помечена как Video unavailable.",https://www.youtube.com/shorts/c73d7usS5gI\nhttps://www.youtube.com/watch?v=c73d7usS5gI\nhttps://www.youtube.com/@Animatic-i1d\nhttps://www.youtube.com/@Animatic-i1d/shorts
13,ru,"DUCKMOVIELAND (@DUCKMOVIELAND), URL канала: https://www.youtube.com/@DUCKMOVIELAND",https://www.youtube.com/@DUCKMOVIELAND,"КОД 21454 | ОН СПАС ЕЕ, А ОНА ВЫРУЧИЛА ЕГО #сериал #фильм #movie",https://www.youtube.com/shorts/Pys3v-CTOeA,2025-09-28,21000,312000,,Shorts,"серийный/повторяемый формат с кодами выпусков «КОД», хэштегами #сериал и #фильм; на канале опубликованы многочисленные аналогичные вертикальные сюжетные ролики",да,0.0673076923076923,0.0,7,"в первые 1–3 секунды женщина в красном спрашивает женщину в синем: «Так вы жена?», та отвечает: «Я-то жена. А ты кто?», мужчина выглядит растерянным","беременной женщине становится плохо, после родов она не кормит ребёнка, а другая пациентка берёт кормление на себя","мать ребёнка радостно общается по телефону, машет мужчине у белого кабриолета, затем ночью одевается и уходит из палаты","врач и пациентка находят исчезнувшую мать, её записку о том, что она уезжает к другому, оставляя ребёнка; врач держит плачущего младенца",https://www.youtube.com/shorts/wwcV4Ob7Sck,"среднее — заголовок, дата, просмотры и канал подтверждены открытой страницей/поиском YouTube, серийность и сюжет дополнительно проверены анализом видеоряда, но плеер YouTube на момент проверки показывал «Video unavailable», поэтому длительность не подтверждена.",https://www.youtube.com/shorts/Pys3v-CTOeA\nhttps://www.youtube.com/@DUCKMOVIELAND/shorts\nhttps://www.youtube.com/shorts/wwcV4Ob7Sck\nhttps://www.youtube.com/results?search_query=Pys3v-CTOeA
14,ru,ИИ Сериалы (AI Series) — https://www.youtube.com/@Al-sEriesSS,не найдено,Хроники потерянной секунды 1 серия,https://www.youtube.com/watch?v=oAHFV0URwZg,2026-04-29,1750,17,,Shorts,"да — ролик прямо помечен как «1 серия», на канале опубликованы последующие эпизоды с повторяющимся названием и персонажами Лео и Маи",да,102.94117647058823,25,7,"вертикальная заставка «Хроники потерянной секунды», «1 серия», затем мальчик-подросток и девочка Маи тянут друг у друга золотые карманные часы","Лео пытается забрать у Маи дедушкины часы, после чего бытовой спор переходит в мистическую угрозу","Лео нажимает кнопку часов, они вспыхивают синим светом, Маи застывает, а часы темнеют и деформируются","в дверном проёме появляется чёрный дымовой портал и гигантская когтистая рука из чёрной материи и часовых шестерёнок, звучит «Время вышло, вор...», затем титр «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/Bpg3oPMg9IM,"высокое — заголовок, канал, URL канала, дата, точные просмотры и подписчики подтверждены публичными страницами YouTube; длительность не отображалась, поэтому отмечена как «не найдено».",https://www.youtube.com/watch?v=oAHFV0URwZg\nhttps://www.youtube.com/shorts/oAHFV0URwZg\nhttps://www.youtube.com/@Al-sEriesSS/shorts\nhttps://www.youtube.com/shorts/Bpg3oPMg9IM\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=oAHFV0URwZg&format=json
15,ru,"ИИ Сериалы (AI Series), URL канала: https://www.youtube.com/@Al-sEriesSS",https://www.youtube.com/@Al-sEriesSS,2 серия Хроники потерянной секунды,https://www.youtube.com/watch?v=Bpg3oPMg9IM,не найдено,1700,17,70,Shorts,"серийный вертикальный эпизод — серия 2; на канале публично видны серии 1, 3, 5, 6 и 7, а также повторяющиеся персонажи Лео и механический фенек Тик",да,100.0,25,7,"после короткой заставки мальчик Лео испуганно смотрит вверх, из чёрного дыма появляется гигантская теневая когтистая рука со светящимися шестерёнками, звучит реплика «А что это?!»","Лео неправильно повернул ключ карманных часов, не остановил время, а украл секунду и открыл дверь для голодной тёмной сущности Лорда Ноля","Тик объясняет, что для закрытия двери нужно вернуть секунду, но не украденную, а другую","пол трескается, из разломов к часам тянутся чёрные руки, звучит угроза «Вор, верни время», затем клиффхэнгер «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/oAHFV0URwZg,"среднее — заголовок, канал, подписчики, просмотры и длительность подтверждены открытыми страницами YouTube; точная дата публикации на доступном срезе не отображалась, а сюжетные поля проверены анализом доступного публичного видео.",https://www.youtube.com/watch?v=Bpg3oPMg9IM\nhttps://www.youtube.com/shorts/Bpg3oPMg9IM\nhttps://www.youtube.com/@Al-sEriesSS\nhttps://www.youtube.com/shorts/oAHFV0URwZg
16,ru,@AI Движение,не найдено,кошки ставшие рабами леопардда 2,https://www.youtube.com/watch?v=f_PRmFegQC8,2025-12-28,1170,43,57,Shorts,"2-я серия; в начале ролика указано «2-Серия», в финале анонсирована 3-я серия после 20 лайков; повторяющиеся персонажи: антропоморфный леопард в шляпе/плаще, полосатый кот-рыцарь, крыса-маг и маленькие чёрные котята",да,27.209302325581394,17.9,7,"текстовая заставка «2-Серия», затем динамичная битва на мечах в лесу между леопардом и полосатым котом","полосатый кот побеждает леопарда и освобождает чёрных котят, после чего леопард и крыса-маг опасаются гнева неизвестного босса из-за вмешательства нового кота",крыса/мышь-маг в тёмной пещере с помощью магического портала возвращает/призывает поверженного леопарда,"леопард говорит, что у него есть «другой план», зловеще смеётся, затем ролик обрывается на призыве набрать 20 лайков для 3-й серии",не найдено,"высокое — заголовок, канал, URL канала, язык, дата, просмотры, подписчики и длительность подтверждены открытым представлением YouTube/oEmbed; сюжет и серийность проверены по самому ролику, но URL соседней серии публично не найден.",https://www.youtube.com/watch?v=f_PRmFegQC8\nhttps://www.youtube.com/shorts/f_PRmFegQC8\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=f_PRmFegQC8&format=json\nhttps://www.youtube.com/@AIvideo123-k6t
17,ru,"ИИ Сериалы (AI Series) (@Al-sEriesSS), URL канала: https://www.youtube.com/channel/UC3jiA7oD33682xW2T4AzbOQ",https://www.youtube.com/channel/UC3jiA7oD33682xW2T4AzbOQ,Ии сериал Хроники потерянной секунды:Обратный отсчёт 3 серия #shorts#3d#shortvideo#,https://www.youtube.com/watch?v=rwQpCR88ohM,не найдено,885,17,75,Shorts,"да — 3-я серия повторяемого сериала «Хроники потерянной секунды», с персонажами Лео, Майя и говорящим лисёнком",да,52.05882352941177,21.5,7,"в первые 1–3 секунды Лео держит светящиеся голубым светом карманные часы, а говорящий лисёнок обвиняет его в «украденной секунде»","Лео запускает механизм часов, начинается магическая катастрофа, Майя уменьшается, а в комнате появляется приближающийся силуэт рогатого монстра","дети понимают, что исчезла мама, а магия часов иссякает и лисёнок теряет силу","дети и лисёнок остаются в темноте, звучит злодейский смех, экран гаснет с надписью «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/Bpg3oPMg9IM,"среднее — название, канал, URL канала, просмотры, подписчики, серийность и соседний эпизод подтверждены открытыми страницами YouTube/oEmbed, длительность и сюжет — анализом самого видео, а дата публикации не была публично подтверждена.",https://www.youtube.com/watch?v=rwQpCR88ohM\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=rwQpCR88ohM&format=json\nhttps://www.youtube.com/channel/UC3jiA7oD33682xW2T4AzbOQ/shorts\nhttps://www.youtube.com/shorts/Bpg3oPMg9IM
18,ru,"Jokes of the 13th school (ПРИКОЛЫ 13й ШКОЛЫ), URL канала: https://www.youtube.com/@schooljokes",https://www.youtube.com/@schooljokes,"SHOCK! HE MADE IT INTO THE RECORD BOOKS! 🥳 Tasty treats during break \""Pranks of School 13\"" (Episo... [точное продолжение заголовка публично не раскрыто в доступном интерфейсе]",https://www.youtube.com/watch?v=VMgn8zKPR5U,не найдено,166,8350,400,другое,"да — ролик входит в открытый плейлист «ПРИКОЛЫ 13й ШКОЛЫ. 7й СЕЗОН» (46 видео), опубликован как часть повторяемой серии со школьными скетчами; в самом ролике наблюдаются повторяющиеся ведущие-дети, серийная заставка и анонс новых серий; номер эпизода для данного ролика не найден",да,0.019880239520958083,0.0,7,"в первые 1–3 секунды девочка с двумя косичками и мальчик в белых школьных рубашках сидят за партой, девочка активно говорит и жестикулирует","три независимых юмористических школьных скетча — проблема с бутылкой кефира, спор об опасном рекорде и проверка директора, осложнённая неработающими ручками","у бутылки нет горлышка; самый опасный «рекорд» — показать дневник родителям; ручка директора также не пишет, когда он собирается поставить двойку","ведущие возвращаются в кадр, прощаются, машут в камеру и анонсируют новые серии через неделю, затем появляется графическая заставка и копирайт",https://www.youtube.com/watch?v=E691Clj3uF0,"среднее — заголовок, канал, просмотры, подписчики, длительность, серийность и соседние эпизоды подтверждены открытыми страницами YouTube, но точная дата и полное окончание заголовка недоступны, а сюжетные поля подтверждены анализом публичного видеоряда.",https://www.youtube.com/watch?v=VMgn8zKPR5U\nhttps://www.youtube.com/playlist?list=PLPDS-PI4mulfoVbknmTOjkgvABukm2OWP\nhttps://www.youtube.com/@schooljokes\nhttps://www.youtube.com/watch?v=E691Clj3uF0\nhttps://www.youtube.com/watch?v=L8O1orezI3s
